일자,계(명),국내발생(명),해외유입(명),사망,0-9세,10-19세,20-29세,30-39세,40-49세,50-59세,60-69세,70-79세,80세이상
2020-10-04,64 ,47 ,17 ,1 ,-,4 ,4 ,9 ,13 ,8 ,12 ,8 ,6 
2020-10-05,73 ,64 ,9 ,1 ,-,3 ,17 ,9 ,8 ,12 ,14 ,6 ,4 
2020-10-06,75 ,66 ,9 ,-,5 ,8 ,26 ,8 ,2 ,11 ,9 ,4 ,2 
2020-10-07,114 ,94 ,20 ,3 ,1 ,2 ,8 ,13 ,10 ,28 ,31 ,16 ,5 
2020-10-08,69 ,60 ,9 ,2 ,6 ,5 ,6 ,7 ,9 ,12 ,11 ,10 ,3 
2020-10-09,54 ,38 ,16 ,1 ,1 ,11 ,8 ,7 ,6 ,5 ,10 ,4 ,2 
2020-10-10,72 ,61 ,11 ,2 ,1 ,3 ,11 ,7 ,6 ,11 ,22 ,7 ,4 
2020-10-11,58 ,46 ,12 ,2 ,4 ,-,11 ,14 ,8 ,6 ,6 ,6 ,3 
2020-10-12,98 ,69 ,29 ,1 ,8 ,2 ,19 ,19 ,16 ,12 ,12 ,8 ,2 
2020-10-13,91 ,69 ,22 ,1 ,5 ,7 ,18 ,15 ,17 ,10 ,11 ,7 ,1 
2020-10-14,84 ,53 ,31 ,4 ,4 ,7 ,30 ,11 ,11 ,9 ,8 ,2 ,2 
2020-10-15,110 ,95 ,15 ,1 ,5 ,3 ,16 ,11 ,11 ,8 ,14 ,11 ,31 
2020-10-16,47 ,41 ,6 ,2 ,-,2 ,7 ,9 ,10 ,8 ,7 ,2 ,2 
2020-10-17,73 ,62 ,11 ,2 ,2 ,2 ,6 ,15 ,5 ,20 ,17 ,2 ,4 
2020-10-18,91 ,71 ,20 ,1 ,2 ,4 ,12 ,14 ,14 ,21 ,15 ,8 ,1 
2020-10-19,76 ,50 ,26 ,-,2 ,3 ,13 ,7 ,15 ,13 ,7 ,7 ,9 
2020-10-20,58 ,41 ,17 ,3 ,3 ,3 ,11 ,7 ,12 ,9 ,9 ,3 ,1 
2020-10-21,89 ,57 ,32 ,3 ,1 ,4 ,12 ,10 ,18 ,15 ,14 ,5 ,10 
2020-10-22,121 ,104 ,17 ,3 ,2 ,2 ,18 ,12 ,18 ,24 ,26 ,11 ,8 
2020-10-23,155 ,138 ,17 ,2 ,2 ,11 ,10 ,18 ,21 ,26 ,26 ,13 ,28 
2020-10-24,77 ,66 ,11 ,2 ,7 ,7 ,12 ,4 ,9 ,14 ,14 ,5 ,5 
2020-10-25,61 ,50 ,11 ,-,5 ,7 ,10 ,8 ,11 ,9 ,6 ,1 ,4 
2020-10-26,119 ,94 ,25 ,-,6 ,5 ,21 ,25 ,22 ,22 ,11 ,3 ,4 
2020-10-27,88 ,72 ,16 ,3 ,2 ,7 ,12 ,9 ,14 ,23 ,13 ,4 ,4 
2020-10-28,103 ,96 ,7 ,1 ,4 ,6 ,20 ,15 ,17 ,20 ,9 ,7 ,5 
2020-10-29,125 ,107 ,18 ,1 ,11 ,8 ,13 ,23 ,14 ,18 ,24 ,10 ,4 
2020-10-30,113 ,93 ,20 ,1 ,8 ,9 ,16 ,16 ,19 ,16 ,19 ,6 ,4 
2020-10-31,127 ,96 ,31 ,1 ,7 ,5 ,21 ,22 ,18 ,26 ,8 ,10 ,10 
2020-11-01,124 ,101 ,23 ,2 ,5 ,14 ,24 ,19 ,25 ,13 ,15 ,6 ,3 
2020-11-02,97 ,79 ,18 ,2 ,7 ,9 ,9 ,13 ,19 ,10 ,18 ,8 ,4 
2020-11-03,75 ,46 ,29 ,4 ,3 ,5 ,17 ,13 ,6 ,14 ,12 ,4 ,1 
2020-11-04,117 ,98 ,19 ,2 ,2 ,3 ,18 ,25 ,11 ,20 ,23 ,10 ,5 
2020-11-05,125 ,108 ,17 ,1 ,1 ,8 ,21 ,20 ,23 ,29 ,15 ,6 ,2 
2020-11-06,145 ,117 ,28 ,1 ,9 ,7 ,24 ,24 ,26 ,28 ,13 ,9 ,5 
2020-11-07,89 ,72 ,17 ,1 ,1 ,5 ,10 ,15 ,21 ,9 ,13 ,11 ,4 
2020-11-08,143 ,118 ,25 ,1 ,3 ,4 ,9 ,26 ,22 ,22 ,24 ,24 ,9 
2020-11-09,126 ,99 ,27 ,2 ,3 ,6 ,15 ,25 ,19 ,19 ,15 ,15 ,9 
2020-11-10,100 ,71 ,29 ,4 ,3 ,9 ,21 ,13 ,11 ,14 ,15 ,9 ,5 
2020-11-11,145 ,113 ,32 ,2 ,6 ,5 ,20 ,18 ,12 ,20 ,30 ,19 ,15 
2020-11-12,143 ,128 ,15 ,-,6 ,13 ,26 ,23 ,22 ,25 ,15 ,9 ,4 
2020-11-13,191 ,162 ,29 ,1 ,7 ,9 ,28 ,19 ,24 ,41 ,28 ,17 ,18 
2020-11-14,205 ,166 ,39 ,4 ,12 ,14 ,36 ,32 ,29 ,36 ,32 ,7 ,7 
2020-11-15,208 ,176 ,32 ,1 ,8 ,13 ,26 ,27 ,27 ,49 ,40 ,13 ,5 
2020-11-16,222 ,192 ,30 ,1 ,5 ,12 ,37 ,27 ,29 ,40 ,53 ,15 ,4 
2020-11-17,230 ,202 ,28 ,-,11 ,12 ,37 ,26 ,36 ,44 ,38 ,18 ,8 
2020-11-18,285 ,245 ,40 ,2 ,4 ,16 ,44 ,38 ,51 ,51 ,40 ,20 ,21 
2020-11-19,325 ,293 ,32 ,2 ,23 ,43 ,46 ,36 ,52 ,53 ,44 ,17 ,11 
2020-11-20,348 ,320 ,28 ,2 ,11 ,35 ,63 ,48 ,53 ,55 ,43 ,28 ,12 
2020-11-21,386 ,361 ,25 ,2 ,15 ,36 ,108 ,49 ,56 ,56 ,37 ,23 ,6 
